LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,Location 1
K239,Mark Twain I.S. 239 for the Gifted & Talented,2401 NEPTUNE AVENUE,986348,150091,313,47,33000,3069650140,BK21,Seagate-Coney Island                                                       ,Karen Ditolla,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"2401 NEPTUNE AVENUE
BROOKLYN, NY 11224
(40.57864, -73.992447)"
K281,I.S. 281 Joseph B Cavallaro,8787 24 AVENUE,986037,155923,311,47,30400,3068910001,BK29,Bensonhurst East                                                           ,Maria Bender,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"8787 24 AVENUE
BROOKLYN, NY 11214
(40.594648, -73.993565)"
K288,P.S. 288 The Shirley Tanyhill,2950 WEST  25 STREET,986363,148411,313,47,34200,3070540045,BK21,Seagate-Coney Island                                                       ,Qadir Dixon,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"2950 WEST 25 STREET
BROOKLYN, NY 11224
(40.574029, -73.992393)"
K303,I.S. 303 Herbert S. Eisenberg,501 WEST AVENUE,992025,151505,313,47,35400,3072500025,BK23,West Brighton                                                              ,CARMEN AMADOR,21,K03G,COMMUNITY SCHOOL DISTRICT 21,"501 WEST AVENUE
BROOKLYN, NY 11224
(40.582518, -73.972009)"
K468,Kingsborough Early College School,2630 BENSON AVENUE,988051,155333,313,47,30600,3068830001,BK26,Gravesend                                                                  ,Tracee Murren,21,HS03,NULL,"2630 BENSON AVENUE
BROOKLYN, NY 11214
(40.593028, -73.986313)"
K690,Brooklyn Studio Secondary School,8310 21ST AVENUE,985615,159687,311,47,28800,3063290032,BK28,Bensonhurst West                                                           ,ANDREA CILIOTTA,21,HS06,NULL,"8310 21ST AVENUE
BROOKLYN, NY 11214
(40.60498, -73.995084)"
K014,J.H.S. 014 Shell Bank,2424 BATCHELDER STREET,1001439,155413,315,48,59600,3074240001,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Teri Ahearn,22,K822,COMMUNITY SCHOOL DISTRICT 22,"2424 BATCHELDER STREET
BROOKLYN, NY 11235
(40.593232, -73.938107)"
K078,J.H.S. 078 Roy H. Mann,1420 EAST  68 STREET,1008426,165367,318,46,69602,3083880002,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,Anthony Cusumano,22,K822,COMMUNITY SCHOOL DISTRICT 22,"1420 EAST 68 STREET
BROOKLYN, NY 11234
(40.620537, -73.912914)"
K109,P.S. 109,1001 EAST  45 STREET,1002818,170938,317,45,83600,3050220002,BK91,East Flatbush-Farragut                                                     ,Kerdy Bertrand,22,K822,COMMUNITY SCHOOL DISTRICT 22,"1001 EAST 45 STREET
BROOKLYN, NY 11203
(40.635842, -73.933099)"
K206,P.S. 206 Joseph F Lamb,2200 GRAVESEND NECK ROAD,998565,156739,315,48,59401,3073810201,BK17,Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ,Ellen Quigley,22,K822,COMMUNITY SCHOOL DISTRICT 22,"2200 GRAVESEND NECK ROAD
BROOKLYN, NY 11229
(40.596876, -73.948453)"
K207,P.S. 207 Elizabeth G. Leary,4011 FILLMORE AVENUE,1003550,162974,318,46,65200,3084840001,BK45,Georgetown-Marine Park-Bergen Beach-Mill Basin                             ,MARY BOSCO,22,K822,COMMUNITY SCHOOL DISTRICT 22,"4011 FILLMORE AVENUE
BROOKLYN, NY 11234
(40.613981, -73.930485)"
K234,J.H.S. 234 Arthur W. Cunningham,1875 EAST  17 STREET,996685,159496,315,48,55800,3068210244,BK44,Madison                                                                    ,SUSAN SCHAEFFER,22,K822,COMMUNITY SCHOOL DISTRICT 22,"1875 EAST 17 STREET
BROOKLYN, NY 11229
(40.604447, -73.955217)"
K240,Andries Hudde,2500 NOSTRAND AVENUE,999008,166544,314,45,74800,3076290030,BK43,Midwood                                                                    ,Gina Votinelli,22,K822,COMMUNITY SCHOOL DISTRICT 22,"2500 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.623788, -73.946836)"
K278,J.H.S. 278 Marine Park,1925 STUART STREET,1001265,160336,315,46,66600,3084960100,BK99,park-cemetery-etc-Brooklyn                                                 ,DEBRA GAROFALO,22,K822,COMMUNITY SCHOOL DISTRICT 22,"1925 STUART STREET
BROOKLYN, NY 11229
(40.606745, -73.938721)"
K381,I. S. 381,2500 NOSTRAND AVENUE,999008,166544,314,45,74800,3076290030,BK43,Midwood                                                                    ,Victoria Hippolyte Agard,22,K822,COMMUNITY SCHOOL DISTRICT 22,"2500 NOSTRAND AVENUE
BROOKLYN, NY 11210
(40.623788, -73.946836)"
K890,M.S. 890,21 HINCKLEY PLACE,992295,174218,312,40,49200,3053420006,BK41,Kensington-Ocean Parkway                                                   ,NICHOLAS FRANGELLA,15,K822,COMMUNITY SCHOOL DISTRICT 22,"21 HINCKLEY PLACE
BROOKLYN, NY 11218
(40.644861, -73.97101)"
K041,P.S. 041 Francis White,411 THATFORD AVENUE,1010073,179912,316,42,91800,3036040001,BK81,Brownsville                                                                ,SHONELLE HALL,23,K823,COMMUNITY SCHOOL DISTRICT 23,"411 THATFORD AVENUE
BROOKLYN, NY 11212
(40.660455, -73.906925)"
K137,P.S./I.S. 137 Rachel Jean Mitchell,121 SARATOGA AVENUE,1007370,187849,316,41,37300,3015100001,BK79,Ocean Hill                                                                 ,Suzette Rose,23,K823,COMMUNITY SCHOOL DISTRICT 23,"121 SARATOGA AVENUE
BROOKLYN, NY 11233
(40.682248, -73.916641)"
K155,P.S./ I.S. 155 Nicholas Herkimer,1355 HERKIMER STREET,1009579,186170,316,37,36900,3015520043,BK79,Ocean Hill                                                                 ,MICHELLE MANNS,23,K823,COMMUNITY SCHOOL DISTRICT 23,"1355 HERKIMER STREET
BROOKLYN, NY 11233
(40.677634, -73.908682)"
K178,P.S. 178 Saint Clair Mckelway,2163 DEAN STREET,1007734,185347,316,41,30300,3014400056,BK79,Ocean Hill                                                                 ,JOSEPH HENRY,23,K823,COMMUNITY SCHOOL DISTRICT 23,"2163 DEAN STREET
BROOKLYN, NY 11233
(40.67538, -73.915337)"
K184,P.S. 184 Newport,273 NEWPORT STREET,1010606,179887,316,42,91800,3036060001,BK81,Brownsville                                                                ,LISA CALDWELL LINDER,23,K823,COMMUNITY SCHOOL DISTRICT 23,"273 NEWPORT STREET
BROOKLYN, NY 11212
(40.660385, -73.905004)"
K284,"The Gregory Jocko Jackson School of Sports, Art, a",213 OSBORN STREET,1009874,182275,316,41,91200,3035440135,BK81,Brownsville                                                                ,Keva Pitts,23,K823,COMMUNITY SCHOOL DISTRICT 23,"213 OSBORN STREET
BROOKLYN, NY 11212
(40.666942, -73.907634)"
K323,P.S./I.S. 323,210 CHESTER STREET,1008863,181999,316,41,92400,3035420001,BK81,Brownsville                                                                ,LINDA HARRIS,23,K823,COMMUNITY SCHOOL DISTRICT 23,"210 CHESTER STREET
BROOKLYN, NY 11212
(40.666187, -73.911279)"
K363,Brownsville Collaborative Middle School,85 WATKINS STREET,1009849,183759,316,37,90600,3035070007,BK81,Brownsville                                                                ,GREGORY JACKSON,23,K823,COMMUNITY SCHOOL DISTRICT 23,"85 WATKINS STREET
BROOKLYN, NY 11212
(40.671015, -73.907718)"
K392,I.S. 392,104 SUTTER AVENUE,1007032,181766,316,41,90000,3035350016,BK81,Brownsville                                                                ,Ingrid Joseph,23,K823,COMMUNITY SCHOOL DISTRICT 23,"104 SUTTER AVENUE
BROOKLYN, NY 11212
(40.665553, -73.91788)"
K757,Unity Prep Charter School,432 MONROE STREET,1000652,189288,303,36,27700,3018210001,BK35,Stuyvesant Heights                                                         ,Josh Beauregard,13,NULL,OFFICE OF CHARTER SCHOOLS,"432 MONROE STREET
BROOKLYN, NY 11221
(40.686213, -73.940859)"
K518,Kappa V (Knowledge and Power Preparatory Academy),985 ROCKAWAY AVENUE,1010148,178159,316,42,92200,3036360007,BK81,Brownsville                                                                ,Ronda Phillips,23,K823,COMMUNITY SCHOOL DISTRICT 23,"985 ROCKAWAY AVENUE
BROOKLYN, NY 11212
(40.655644, -73.906662)"
K522,Mott Hall IV,1137 HERKIMER STREET,1007797,186347,316,41,30100,3015500001,BK79,Ocean Hill                                                                 ,Dellie Edwards,23,K823,COMMUNITY SCHOOL DISTRICT 23,"1137 HERKIMER STREET
BROOKLYN, NY 11233
(40.678124, -73.915106)"
K644,Eagle Academy for Young Men II,1137 HERKIMER STREET,1007797,186347,316,41,30100,3015500001,BK79,Ocean Hill                                                                 ,RASHAD MEADE,23,K823,COMMUNITY SCHOOL DISTRICT 23,"1137 HERKIMER STREET
BROOKLYN, NY 11233
(40.678124, -73.915106)"
K664,Brooklyn Environmental Exploration School (BEES),251 MAC DOUGAL STREET,1009013,187279,316,37,36900,3015280001,BK79,Ocean Hill                                                                 ,Craig Garber,23,K823,COMMUNITY SCHOOL DISTRICT 23,"251 MAC DOUGAL STREET
BROOKLYN, NY 11233
(40.680679, -73.910719)"
K668,Riverdale Avenue Middle School,76 RIVERDALE AVENUE,1008247,179605,316,42,89600,3035970011,BK81,Brownsville                                                                ,Yolanda Lawrence,23,K823,COMMUNITY SCHOOL DISTRICT 23,"76 RIVERDALE AVENUE
BROOKLYN, NY 11212
(40.659618, -73.913508)"
K758,Brooklyn Urban Garden Charter School,500 19TH STREET,989071,178349,307,38,150200,3008890001,BK40,Windsor Terrace                                                            ,Linda Rosenbury,15,NULL,OFFICE OF CHARTER SCHOOLS,"500 19TH STREET
BROOKLYN, NY 11215
(40.656202, -73.982624)"
K671,Mott Hall Bridges Academy,210 CHESTER STREET,1008863,181999,316,41,92400,3035420001,BK81,Brownsville                                                                ,NADIA LOPEZ,23,K823,COMMUNITY SCHOOL DISTRICT 23,"210 CHESTER STREET
BROOKLYN, NY 11212
(40.666187, -73.911279)"
K697,Teachers Preparatory High School,226 BRISTOL STREET,1008635,181773,316,41,92400,3035410001,BK81,Brownsville                                                                ,Carmen Simon,23,HS05,NULL,"226 BRISTOL STREET
BROOKLYN, NY 11212
(40.665568, -73.912102)"
Q005,I.S. 5 - The Walter Crowley Intermediate School,50-40 JACOBUS STREET,1015251,207953,404,25,48900,4024500017,QN50,Elmhurst-Maspeth                                                           ,Kelly Nepogoda,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"50-40 JACOBUS STREET
QUEENS, NY 11373
(40.737405, -73.888133)"
Q049,P.S. 049 Dorothy Bonawit Kole,63-60 80th Street,1018763,201459,405,30,66300,4029900045,QN21,Middle Village                                                             ,Thomas Carty,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"63-60 80th Street
QUEENS, NY 11379
(40.719567, -73.875493)"
Q093,I.S. 093 Ridgewood,66-56 FOREST AVENUE,1011128,196364,405,30,58900,4034900001,QN20,Ridgewood                                                                  ,EDWARD SANTOS,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"66-56 FOREST AVENUE
QUEENS, NY 11385
(40.705609, -73.903057)"
Q061,I.S. 061 Leonardo Da Vinci,98-50 50 AVENUE,1022245,209600,404,21,44302,4018910032,QN25,Corona                                                                     ,JOSEPH LISA,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"98-50 50 AVENUE
QUEENS, NY 11368
(40.741898, -73.862886)"
Q073,I.S. 73 - The Frank Sansivieri Intermediate School,70-02 54 AVENUE,1013818,204728,405,30,49302,4025030031,QN30,Maspeth                                                                    ,Michael Casale,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"70-02 54 AVENUE
QUEENS, NY 11378
(40.728558, -73.893318)"
Q077,I.S. 077,976 SENECA AVENUE,1011383,193993,405,34,55500,4035630023,QN20,Ridgewood                                                                  ,JOSEPH MILLER,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"976 SENECA AVENUE
QUEENS, NY 11385
(40.699101, -73.902147)"
Q087,P.S./I.S. 087 Middle Village,67-54 80 STREET,1019826,198543,405,30,62100,4037820027,QN21,Middle Village                                                             ,CARYN MICHAELI,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"67-54 80 STREET
QUEENS, NY 11379
(40.711559, -73.871674)"
Q102,P.S. 102 Bayview,55-24 VAN HORN STREET,1017994,206364,404,25,47900,4028790031,QN50,Elmhurst-Maspeth                                                           ,William Ko,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"55-24 VAN HORN STREET
QUEENS, NY 11373
(40.733033, -73.878243)"
Q113,P.S./I.S. 113 Anthony J. Pranzo,78-23 87TH STREET,1022652,196331,405,30,63700,4038460040,QN19,Glendale                                                                   ,Alejandro Megias,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"78-23 87TH STREET
QUEENS, NY 11385
(40.705476, -73.861493)"
Q119,I.S. 119 The Glendale,74-01 78 AVENUE,1018887,196220,405,30,63301,4038120020,QN19,Glendale                                                                   ,JEANNE FAGAN,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"74-01 78 AVENUE
QUEENS, NY 11385
(40.705187, -73.875073)"
Q125,I.S. 125 Thom J. McCann Woodside,46-02 47 AVENUE,1006762,209054,402,26,23500,4022840006,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,JUDY MITTLER,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"46-02 47 AVENUE
QUEENS, NY 11377
(40.740452, -73.918762)"
Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elemen",69-10 65th Drive,1015860,199793,405,30,65900,4030270037,QN21,Middle Village                                                             ,CAMILLO TURRICIANO,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"69-10 65th Drive
QUEENS, NY 11379
(40.715005, -73.885974)"
Q311,Corona Arts & Sciences Academy,98-11 44TH AVENUE,1021591,211064,404,21,40900,4016280021,QN26,North Corona                                                               ,Beth Hert,24,Q824,COMMUNITY SCHOOL DISTRICT 24,"98-11 44TH AVENUE
QUEENS, NY 11368
(40.74592, -73.865239)"
Q560,"Robert F. Wagner, Jr. Secondary School for Arts an",47-07 30TH PLACE,1001862,209693,402,26,19900,4002820001,QN31,Hunters Point-Sunnyside-West Maspeth                                       ,Stephania Vu,24,HS08,NULL,"47-07 30TH PLACE
QUEENS, NY 11101
(40.742217, -73.936442)"
Q025,I.S. 025 Adrien Block,34-65 192 STREET,1042598,218015,411,19,113900,4052610001,QN48,Auburndale                                                                 ,MARY ELLEN BEIRNE,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"34-65 192 STREET
QUEENS, NY 11358
(40.764884, -73.789365)"
Q164,P.S. 164 Queens Valley,138-01 77 AVENUE,1033155,202193,408,24,77902,4066060002,QN37,Kew Gardens Hills                                                          ,Lisa Liatto,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"138-01 77 AVENUE
QUEENS, NY 11367
(40.721514, -73.823569)"
Q185,J.H.S. 185 Edward Bleeker,147-26 25 DRIVE,1034490,221648,407,19,104700,4048020001,QN51,Murray Hill                                                                ,Theresa Mshar,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"147-26 25 DRIVE
QUEENS, NY 11354
(40.774906, -73.818607)"
Q189,J.H.S. 189 Daniel Carter Beard,144-80 BARCLAY AVENUE,1034559,216204,407,20,86300,4050510027,QN51,Murray Hill                                                                ,MAGDALEN RADOVICH,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"144-80 BARCLAY AVENUE
QUEENS, NY 11355
(40.759963, -73.818399)"
Q194,J.H.S. 194 William Carr,154-60 17 AVENUE,1037701,224688,407,19,102900,4047290001,QN49,Whitestone                                                                 ,Jennifer Miller,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"154-60 17 AVENUE
QUEENS, NY 11357
(40.783231, -73.80699)"
Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,70-10 164 STREET,1038084,205685,408,24,122701,4067890001,QN38,Pomonok-Flushing Heights-Hillcrest                                         ,Kevin Mcauliffe,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"70-10 164 STREET
QUEENS, NY 11365
(40.73107, -73.805759)"
Q219,P.S. 219 Paul Klapper,144-39 GRAVETT ROAD,1033068,207998,408,24,80900,4065070001,QN37,Kew Gardens Hills                                                          ,Frederick Wright,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"144-39 GRAVETT ROAD
QUEENS, NY 11367
(40.737448, -73.823841)"
Q237,I.S. 237,46-21 COLDEN STREET,1033735,212365,407,20,84500,4051470001,QN22,Flushing                                                                   ,JUDITH FRIEDMAN,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"46-21 COLDEN STREET
QUEENS, NY 11355
(40.74943, -73.821402)"
Q250,I.S. 250 The Robert F. Kennedy Community Middle Sc,158-40 76 ROAD,1037086,203178,408,24,125700,4068260001,QN37,Kew Gardens Hills                                                          ,Tara Mrwik,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"158-40 76 ROAD
QUEENS, NY 11366
(40.724195, -73.80938)"
Q252,"Queens School of Inquiry, The",158-40 76 ROAD,1037086,203178,408,24,125700,4068260001,QN37,Kew Gardens Hills                                                          ,MEREDITH INBAL,25,HS03,NULL,"158-40 76 ROAD
QUEENS, NY 11366
(40.724195, -73.80938)"
Q281,East-West School of International Studies,46-21 COLDEN STREET,1033735,212365,407,20,84500,4051470001,QN22,Flushing                                                                   ,ANTHONY CROMER,25,HS08,NULL,"46-21 COLDEN STREET
QUEENS, NY 11355
(40.74943, -73.821402)"
Q285,World Journalism Preparatory: A College Board Scho,34-65 192 STREET,1042598,218015,411,19,113900,4052610001,QN48,Auburndale                                                                 ,JANINE WERNER,25,HS01,NULL,"34-65 192 STREET
QUEENS, NY 11358
(40.764884, -73.789365)"
Q294,BELL Academy,18-25 212 STREET,1045611,224379,407,19,99704,4058650050,QN47,Ft. Totten-Bay Terrace-Clearview                                           ,David Abbott,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"18-25 212 STREET
QUEENS, NY 11360
(40.782331, -73.77843)"
Q499,"The Queens College School for Math, Science and Te",148-20 REEVES AVENUE,1033904,208419,408,24,80900,4065070150,QN37,Kew Gardens Hills                                                          ,Simi Minhas,25,Q825,COMMUNITY SCHOOL DISTRICT 25,"148-20 REEVES AVENUE
QUEENS, NY 11367
(40.738599, -73.820821)"
Q067,J.H.S. 067 Louis Pasteur,51-60 MARATHON PARKWAY,1057707,217093,411,19,150701,4082210012,QN45,Douglas Manor-Douglaston-Little Neck                                       ,BRIAN ANNELLO,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"51-60 MARATHON PARKWAY
QUEENS, NY 11362
(40.762241, -73.734832)"
Q074,J.H.S. 074 Nathaniel Hawthorne,61-15 OCEANIA STREET,1048909,210693,411,23,136700,4077230001,QN42,Oakland Gardens                                                            ,Anthony Armstrong,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"61-15 OCEANIA STREET
QUEENS, NY 11364
(40.744743, -73.766653)"
Q158,M.S. 158 Marie Curie,46-35 OCEANIA STREET,1047450,214995,411,19,144700,4073120001,QN46,Bayside-Bayside Hills                                                      ,HENRY SCHANDEL,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"46-35 OCEANIA STREET
QUEENS, NY 11361
(40.756562, -73.771878)"
Q172,Irwin Altman Middle School 172,81-14 257 STREET,1063712,209522,413,23,157902,4087310004,QN44,Glen Oaks-Floral Park-New Hyde Park                                        ,JEFFREY SLIVKO,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"81-14 257 STREET
QUEENS, NY 11004
(40.741409, -73.713245)"
Q178,P.S./ IS 178 Holliswood,189-10 RADNOR ROAD,1045974,203150,408,23,127700,4072770001,QN06,Jamaica Estates-Holliswood                                                 ,JESSICA CRUZ,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"189-10 RADNOR ROAD
QUEENS, NY 11423
(40.724061, -73.777314)"
Q216,J.H.S. 216 George J. Ryan,64-20 175 STREET,1041199,207921,408,24,134100,4069030001,QN41,Fresh Meadows-Utopia                                                       ,Reginald Landeau,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"64-20 175 STREET
QUEENS, NY 11365
(40.737188, -73.794501)"
Q266,P.S./I.S. 266,74-10 COMMONWEALTH BOULEVARD,1059503,211228,413,23,156700,4078700074,QN43,Bellerose                                                                  ,Ayanna Greenidge,26,Q826,COMMUNITY SCHOOL DISTRICT 26,"74-10 COMMONWEALTH BOULEVARD
QUEENS, NY 11426
(40.746128, -73.728415)"
Q042,P.S./M.S 042 R. Vernam,488 BEACH  66 STREET,1041237,155884,414,31,96400,4160390014,QN12,Hammels-Arverne-Edgemere                                                   ,Patricia Finn,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"488 BEACH 66 STREET
QUEENS, NY 11692
(40.594358, -73.794804)"
Q043,P.S. 043,160 BEACH  29 STREET,1050602,155588,414,31,99802,4158200001,QN15,Far Rockaway-Bayswater                                                     ,Simone Nicholas,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"160 BEACH 29 STREET
QUEENS, NY 11691
(40.59348, -73.761086)"
Q047,P.S. 047 Chris Galas,9 POWER ROAD,1033928,160283,414,32,107201,4153130485,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,Heather Lorenz,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"9 POWER ROAD
QUEENS, NY 11693
(40.606476, -73.821089)"
Q053,M.S. 053 Brian Piccolo,10-45 NAMEOKE STREET,1053700,159436,414,31,103202,4155570025,QN15,Far Rockaway-Bayswater                                                     ,Andrea Majied,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"10-45 NAMEOKE STREET
QUEENS, NY 11691
(40.604019, -73.749891)"
Q105,P.S. 105 The Bay School,420 BEACH  51 STREET,1045080,156459,414,31,97203,4159740003,QN12,Hammels-Arverne-Edgemere                                                   ,LAURIE SHAPIRO,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"420 BEACH 51 STREET
QUEENS, NY 11691
(40.595911, -73.780961)"
Q114,P.S./M.S. 114 Belle Harbor,134-01 CRONSTON AVENUE,1024706,149728,414,32,92800,4162570001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,ELIZABETH WELSOME,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"134-01 CRONSTON AVENUE
QUEENS, NY 11694
(40.577552, -73.854364)"
Q124,P.S. 124 Osmond A Church,129-15 150 AVENUE,1036609,181854,410,28,84602,4118820001,QN55,South Ozone Park                                                           ,Maritza Williams Jones,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"129-15 150 AVENUE
QUEENS, NY 11420
(40.665669, -73.811266)"
Q137,M.S. 137 America's School of Heroes,109-15 98 STREET,1028802,186372,410,32,8600,4091720001,QN56,Ozone Park                                                                 ,LAURA MASTROGIOVANNI,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"109-15 98 STREET
QUEENS, NY 11417
(40.678112, -73.839377)"
Q146,P.S. 146 Howard Beach,98-01 159 AVENUE,1030057,179969,410,32,88400,4141680016,QN57,Lindenwood-Howard Beach                                                    ,MARY KEEGAN,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"98-01 159 AVENUE
QUEENS, NY 11414
(40.660531, -73.834896)"
Q183,P.S. 183 Dr. Richard R. Green,2-45 BEACH  79 STREET,1038169,154005,414,31,94202,4161120001,QN12,Hammels-Arverne-Edgemere                                                   ,Jessica Romero,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"2-45 BEACH 79 STREET
QUEENS, NY 11693
(40.58922, -73.805866)"
Q202,J.H.S. 202 Robert H. Goddard,138-30 LAFAYETTE STREET,1026972,183743,410,32,5800,4114030001,QN56,Ozone Park                                                                 ,WILLIAM FITZGERALD,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"138-30 LAFAYETTE STREET
QUEENS, NY 11417
(40.670905, -73.845992)"
Q207,P.S. 207 Rockwood Park,159-15 88 STREET,1027566,178946,410,32,89200,4140090060,QN57,Lindenwood-Howard Beach                                                    ,Eileen Davies,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"159-15 88 STREET
QUEENS, NY 11414
(40.657736, -73.843881)"
Q210,J.H.S. 210 Elizabeth Blackwell,93-11 101 AVENUE,1026508,188790,409,32,3800,4090670001,QN53,Woodhaven                                                                  ,BONNIE BUTCHER,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"93-11 101 AVENUE
QUEENS, NY 11416
(40.68476, -73.847633)"
Q226,J.H.S. 226 Virgil I. Grissom,121-10 ROCKAWAY BOULEVARD,1035086,185258,410,28,84000,4117140100,QN55,South Ozone Park                                                           ,RUSHELL WHITE,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"121-10 ROCKAWAY BOULEVARD
QUEENS, NY 11420
(40.675021, -73.81673)"
Q232,P.S. 232 Lindenwood,153-23 83 STREET,1025691,181738,410,32,6202,4114450001,QN57,Lindenwood-Howard Beach                                                    ,LISA JOSEPHSON,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"153-23 83 STREET
QUEENS, NY 11414
(40.665408, -73.850622)"
Q262,Channel View School for Research,100-00 BEACH CHANNEL DRIVE,1032769,152825,414,32,93800,4161670099,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,DENISE HARPER RICHARDS,27,HS12,NULL,"100-00 BEACH CHANNEL DRIVE
QUEENS, NY 11694
(40.586012, -73.825317)"
Q282,Knowledge and Power Preparatory Academy VI,8-21 BAY 25 STREET,1049786,158521,414,31,100802,4157360001,QN15,Far Rockaway-Bayswater                                                     ,GARY DUMORNAY,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"8-21 BAY 25 STREET
QUEENS, NY 11691
(40.601537, -73.763995)"
Q297,Hawtree Creek Middle School,121-10 ROCKAWAY BOULEVARD,1035086,185258,410,28,84000,4117140100,QN55,South Ozone Park                                                           ,Dr. Maureen Hussey,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"121-10 ROCKAWAY BOULEVARD
QUEENS, NY 11420
(40.675021, -73.81673)"
Q309,Academy of Medical Technology: A College Board Sch,8-21 BAY 25 STREET,1049786,158521,414,31,100802,4157360001,QN15,Far Rockaway-Bayswater                                                     ,William Johnson,27,HS01,NULL,"8-21 BAY 25 STREET
QUEENS, NY 11691
(40.601537, -73.763995)"
Q318,Waterside School For Leadership,190 BEACH 110 STREET,1031169,150962,414,32,93800,4161810001,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,LINDA MUNRO,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"190 BEACH 110 STREET
ROCKAWAY PARK, NY 11694
(40.580907, -73.83109)"
K704,Explore Charter School,655 PARKSIDE AVENUE,997686,178433,309,40,80200,3050500051,BK60,Prospect Lefferts Gardens-Wingate                                          ,Michal-Anne Jones/Kevin Mara,17,NULL,OFFICE OF CHARTER SCHOOLS,"655 PARKSIDE AVENUE
BROOKLYN, NY 11226
(40.656423, -73.951575)"
Q319,Village Academy,10-45 NAMEOKE STREET,1053700,159436,414,31,103202,4155570025,QN15,Far Rockaway-Bayswater                                                     ,DORIS LEE,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"10-45 NAMEOKE STREET
QUEENS, NY 11691
(40.604019, -73.749891)"
Q323,Scholars' Academy,320 BEACH 104TH STREET,1032813,152290,414,32,93800,4161590012,QN10,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel                      ,BRIAN OCONNELL,27,Q827,COMMUNITY SCHOOL DISTRICT 27,"320 BEACH 104TH STREET
QUEENS, NY 11694
(40.584543, -73.825162)"
